"","species","total_length","OOL","head_height","HC_fin","higher_group","swimbladder"
"320","Fundulus diaphanus",6.72,1.037,0.913,FALSE,"Acanthopterygii","True"
"321","Fundulus diaphanus",7.736,1.139,1.055,FALSE,"Acanthopterygii","True"
"322","Fundulus diaphanus",7.1,1.106,0.994,FALSE,"Acanthopterygii","True"
"323","Fundulus diaphanus",8.157,1.309,1.167,FALSE,"Acanthopterygii","True"
"324","Fundulus diaphanus",7.58,1.191,1.005,FALSE,"Acanthopterygii","True"
"325","Fundulus diaphanus",7.651,1.235,1.094,FALSE,"Acanthopterygii","True"
"326","Fundulus diaphanus",8.094,1.206,1.098,FALSE,"Acanthopterygii","True"
"327","Acanthopagrus berda",43.5,8.47,11.63,FALSE,"Acanthopterygii","True"
"328","Acanthopagrus berda",41,6.85,10.41,FALSE,"Acanthopterygii","True"
"329","Acanthopagrus berda",37.2,6.6,10.81,FALSE,"Acanthopterygii","True"
"330","Argyrosomus heinii",59.2,11.089,10.681,FALSE,"Acanthopterygii","True"
"331","Argyrosomus heinii",23.7,4.616,4.263,FALSE,"Acanthopterygii","True"
"332","Atrobucca nibe",34.6,6.65,6.97,FALSE,"Acanthopterygii","True"
"333","Bodianus albotaeniatus",41.35,6.78,9.22,FALSE,"Acanthopterygii","True"
"334","Bodianus unimaculatus",17.356,2.842,3.837,FALSE,"Acanthopterygii","True"
"335","Caesio caerulaurea",26.7,3.832,4.752,FALSE,"Acanthopterygii","True"
"336","Cynoscion nebulosus",76.9,13.419,11.492,FALSE,"Acanthopterygii","True"
"337","Diplodus cervinus",28.4,4.31,7.57,FALSE,"Acanthopterygii","True"
"338","Diplodus cervinus",32.7,5.28,8.51,FALSE,"Acanthopterygii","True"
"339","Lethrinus erythracanthus",41.4,6.32,11.47,FALSE,"Acanthopterygii","True"
"340","Lobotes surinamensis",43,8.196,11.751,FALSE,"Acanthopterygii","True"
"341","Lobotes surinamensis",37.9,8.8307,11.8627,FALSE,"Acanthopterygii","True"
"342","Lobotes surinamensis",54.7,9.624,13.88,FALSE,"Acanthopterygii","True"
"343","Malacanthus plumieri",55.5,6.768,7.36,FALSE,"Acanthopterygii","True"
"344","Malacanthus plumieri",61.2,6.973,7.21,FALSE,"Acanthopterygii","True"
"345","Malacanthus plumieri",63,7.417,8.528,FALSE,"Acanthopterygii","True"
"346","Morone saxatilus",59.14,10.226,11.67,FALSE,"Acanthopterygii","True"
"347","Nemipterus japonicus",23.24,3.83,5.31,FALSE,"Acanthopterygii","True"
"348","Nemipterus japonicus",22.192,3.95,5.439,FALSE,"Acanthopterygii","True"
"349","Nemipterus japonicus",23.131,4.22,5.178,FALSE,"Acanthopterygii","True"
"350","Nemipterus japonicus",23.104,3.944,5.059,FALSE,"Acanthopterygii","True"
"351","Nemipterus nemurus",21.53,3.2,4.31,FALSE,"Acanthopterygii","True"
"352","Nemipterus virgatus",18.8,2.71,3.72,FALSE,"Acanthopterygii","True"
"353","Pachyurus bonairensis",24.346,3.886,4.253,FALSE,"Acanthopterygii","True"
"354","Pentapodus caninus",20.3,3.01,3.58,FALSE,"Acanthopterygii","True"
"355","Pentapodus caninus",18.2,2.88,3.03,FALSE,"Acanthopterygii","True"
"356","Pentapodus caninus",22.7,3.23,3.96,FALSE,"Acanthopterygii","True"
"357","Pentapodus caninus",25.7,3.28,4.25,FALSE,"Acanthopterygii","True"
"358","Pogonias cromis",81,15.5,18.41,FALSE,"Acanthopterygii","True"
"359","Sciaena umbra",41.7,8.47,8.54,FALSE,"Acanthopterygii","True"
"360","Scolopsis bilineatus",14,2.558,2.977,FALSE,"Acanthopterygii","True"
"361","Scolopsis bilineatus",18.3,3.245,3.776,FALSE,"Acanthopterygii","True"
"362","Scolopsis taenioptera",16.7,2.869,3.391,FALSE,"Acanthopterygii","True"
"363","Scolopsis taenioptera",13.9,2.446,2.805,FALSE,"Acanthopterygii","True"
"364","Scolopsis taenioptera",16.5,2.952,3.338,FALSE,"Acanthopterygii","True"
"365","Scolopsis taenioptera",23.1,3.522,4.759,FALSE,"Acanthopterygii","True"
"366","Scolopsis taenioptera",16.3,3.004,3.625,FALSE,"Acanthopterygii","True"
"367","Sillaginopsis panijus",22.509,3.363,2.482,FALSE,"Acanthopterygii","True"
"368","Sillago sihama",17.2,2.418,2.033,FALSE,"Acanthopterygii","True"
"369","Sillago sihama",17.9,2.685,2.424,FALSE,"Acanthopterygii","True"
"370","Sillago sihama",18.6,2.521,2.194,FALSE,"Acanthopterygii","True"
"371","Sillago sihama",20.5,2.705,2.416,FALSE,"Acanthopterygii","True"
"372","Sillago sihama",21,3.072,2.611,FALSE,"Acanthopterygii","True"
"373","Sillago sihama",20.3,2.701,2.334,FALSE,"Acanthopterygii","True"
"374","Sillago sihama",24.4,3.697,3.143,FALSE,"Acanthopterygii","True"
"375","Sillago suezensis",14.03,1.7995263825,1.582584,FALSE,"Acanthopterygii","True"
"376","Umbrina cirrosa",68.8,9.43,11.28,FALSE,"Acanthopterygii","True"
"377","Amblygobius phalaena",12.7,1.8,2.13,FALSE,"Acanthopterygii","False"
"378","Amblygobius phalaena",11,1.75,1.77,FALSE,"Acanthopterygii","False"
"379","Gobiomorus dormitor",54.7,9.024,7.93,FALSE,"Acanthopterygii","False"
"380","Neogobius melanostomus",4.333,0.815,0.673,FALSE,"Acanthopterygii","False"
"381","Neogobius melanostomus",15.5,2.701,3.032,FALSE,"Acanthopterygii","False"
"382","Neogobius melanostomus",14.565,2.553,2.621,FALSE,"Acanthopterygii","False"
"383","Neogobius melanostomus",6.708,1.274,1.138,FALSE,"Acanthopterygii","False"
"384","Neogobius melanostomus",13.255,2.354,2.558,FALSE,"Acanthopterygii","False"
"385","Neogobius melanostomus",15.36,2.483,2.907,FALSE,"Acanthopterygii","False"
"386","Neogobius melanostomus",15.7,2.705,2.8,FALSE,"Acanthopterygii","False"
"387","Neogobius melanostomus",9.15,1.593,1.546,FALSE,"Acanthopterygii","False"
"388","Neogobius melanostomus",5.852,1.058,0.939,FALSE,"Acanthopterygii","False"
"389","Neogobius melanostomus",5.573,0.997,0.898,FALSE,"Acanthopterygii","False"
"390","Neogobius melanostomus",13.844,2.414,2.617,FALSE,"Acanthopterygii","False"
"391","Neogobius melanostomus",7.432,1.307,1.196,FALSE,"Acanthopterygii","False"
"392","Neogobius melanostomus",14.187,2.372,2.73,FALSE,"Acanthopterygii","False"
"393","Neogobius melanostomus",11.256,1.794,2.179,FALSE,"Acanthopterygii","False"
"394","Neogobius melanostomus",6.541,1.138,1.188,FALSE,"Acanthopterygii","False"
"395","Odondebuenia balearica",2.865,0.533,0.434,FALSE,"Acanthopterygii","False"
"396","Odondebuenia balearica",2.851,0.535,0.392,FALSE,"Acanthopterygii","False"
"397","Psammogobius biocellatus",7.6,1.311,0.918,FALSE,"Acanthopterygii","False"
"398","Psammogobius biocellatus",5.5,1.02,0.716,FALSE,"Acanthopterygii","False"
"399","Neoniphon aurolineatus",18.3,3.9951912568306,3.93704918032787,FALSE,"Acanthopterygii","True"
"400","Neoniphon aurolineatus",18.8,3.78,4.01,FALSE,"Acanthopterygii","True"
"401","Neoniphon aurolineatus",19.2,3.88,3.9,FALSE,"Acanthopterygii","True"
"402","Neoniphon aurolineatus",24.4,5.02,4.82,FALSE,"Acanthopterygii","True"
"403","Neoniphon sammara",18.5,3.28,3.35,FALSE,"Acanthopterygii","True"
"404","Neoniphon sammara",19.3,3.92,3.76,FALSE,"Acanthopterygii","True"
"405","Plectrypops lima",6,1.53,1.72,FALSE,"Acanthopterygii","True"
"406","Plectrypops lima",9.4,2.26,2.57,FALSE,"Acanthopterygii","True"
"407","Pristilepis oligolepis",18.4,4.321,5.075,FALSE,"Acanthopterygii","True"
"408","Pristilepis oligolepis",21.6,5.02,6.417,FALSE,"Acanthopterygii","True"
"409","Pristilepis oligolepis",25.2,5.834,7.09,FALSE,"Acanthopterygii","True"
"410","Pristilepis oligolepis",28.2,6.407,8.231,FALSE,"Acanthopterygii","True"
"411","Sargocentron caudimaculatum",11.4,2.29,2.52,FALSE,"Acanthopterygii","True"
"412","Sargocentron caudimaculatum",13.3,3.02,3.24,FALSE,"Acanthopterygii","True"
"413","Sargocentron caudimaculatum",20.6,4.16,5.13,FALSE,"Acanthopterygii","True"
"414","Sargocentron iota",9.5608,2.235,2.375,FALSE,"Acanthopterygii","True"
"415","Sargocentron ittodai",12.2,2.25,2.45,FALSE,"Acanthopterygii","True"
"416","Sargocentron ittodai",13.7,2.67,2.77,FALSE,"Acanthopterygii","True"
"417","Sargocentron ittodai",17.8,3.35,3.65,FALSE,"Acanthopterygii","True"
"418","Sargocentron ittodai",15.8,3.02,3.1,FALSE,"Acanthopterygii","True"
"419","Sargocentron ittodai",15.6,3.23,3.28,FALSE,"Acanthopterygii","True"
"420","Sargocentron ittodai",15.5,2.95,3.3,FALSE,"Acanthopterygii","True"
"421","Sargocentron ittodai",16.5,3.14,3.3,FALSE,"Acanthopterygii","True"
"422","Sargocentron ittodai",19.6,3.86,4.02,FALSE,"Acanthopterygii","True"
"423","Sargocentron praslin",14,2.96,3.29,FALSE,"Acanthopterygii","True"
"424","Sargocentron praslin",16.5,3.33,3.66,FALSE,"Acanthopterygii","True"
"425","Sargocentron praslin",18.8,3.9,4.32,FALSE,"Acanthopterygii","True"
"426","Sargocentron punctatissimum",9.6,1.932,2.016,FALSE,"Acanthopterygii","True"
"427","Sargocentron punctatissimum",10.7,2.042,2.274,FALSE,"Acanthopterygii","True"
"428","Sargocentron punctatissimum",11.7,2.237,2.537,FALSE,"Acanthopterygii","True"
"429","Sargocentron rubrum",14.1,3.15,3.17,FALSE,"Acanthopterygii","True"
"430","Sargocentron rubrum",19,3.69,4.27,FALSE,"Acanthopterygii","True"
"431","Sargocentron spiniferum",12.2,2.49,2.82,FALSE,"Acanthopterygii","True"
"432","Sargocentron spiniferum",29.7,7.09,8.63,FALSE,"Acanthopterygii","True"
"433","Sargocentron spiniferum",41.4,7.91,10.94,FALSE,"Acanthopterygii","True"
"434","Sargocentron tiere",18.4,4.19,4.3,FALSE,"Acanthopterygii","True"
"435","Sargocentron tiere",19,4.01,4.12,FALSE,"Acanthopterygii","True"
"436","Sargocentron tiere",22.3,4.48,4.83,FALSE,"Acanthopterygii","True"
"437","Sargocentron tiere",25.9,5.19,5.75,FALSE,"Acanthopterygii","True"
"438","Sargocentron tiereoides",13.2,2.75,2.99,FALSE,"Acanthopterygii","True"
"439","Sargocentron tiereoides",15,3.19,3.46,FALSE,"Acanthopterygii","True"
"440","Sargocentron tiereoides",13.5,2.79,3.02,FALSE,"Acanthopterygii","True"
"441","Sargocentron violaceum",9.9,2.45,2.52,FALSE,"Acanthopterygii","True"
"442","Sargocentron violaceum",14.2,2.87,3.15,FALSE,"Acanthopterygii","True"
"443","Istiompax indica",196.8,24.7,19.5,FALSE,"Acanthopterygii","True"
"444","Istiompax indica",201.5,25.4,18,FALSE,"Acanthopterygii","True"
"445","Istiompax indica",217.5,28.3,24.5,FALSE,"Acanthopterygii","True"
"446","Istiompax indica",234,29.5,25,FALSE,"Acanthopterygii","True"
"447","Istiompax indica",239.4,30.8,26,FALSE,"Acanthopterygii","True"
"448","Istiompax indica",249.5,33.2,26.5,FALSE,"Acanthopterygii","True"
"449","Istiompax indica",255.4,34,25.5,FALSE,"Acanthopterygii","True"
"450","Istiompax indica",262.4,33.4,26.8,FALSE,"Acanthopterygii","True"
"451","Istiompax indica",270.7,35.5,27,FALSE,"Acanthopterygii","True"
"452","Istiompax indica",319.4,43.1,34,FALSE,"Acanthopterygii","True"
"453","Istiompax indica",344,44.4,40,FALSE,"Acanthopterygii","True"
"454","Istiophorus platypterus",124.956,13.04,14.882,FALSE,"Acanthopterygii","True"
"455","Kajikia albida",170.3,22,16,FALSE,"Acanthopterygii","True"
"456","Kajikia albida",210.753342070773,24.7,30.6,FALSE,"Acanthopterygii","True"
"457","Kajikia albida",213.619266055046,25.3,30.5,FALSE,"Acanthopterygii","True"
"458","Kajikia albida",213.109436435125,25,32.6,FALSE,"Acanthopterygii","True"
"459","Kajikia albida",213.940498034076,26.2,33.4,FALSE,"Acanthopterygii","True"
"460","Kajikia albida",214.651114023591,25.7,31.5,FALSE,"Acanthopterygii","True"
"461","Kajikia albida",225.265530799476,24.9,31.8,FALSE,"Acanthopterygii","True"
"462","Kajikia albida",217.489777195282,26.3,31.8,FALSE,"Acanthopterygii","True"
"463","Kajikia albida",221.789777195282,25.4,32,FALSE,"Acanthopterygii","True"
"464","Kajikia albida",224.100393184797,24.9,30,FALSE,"Acanthopterygii","True"
"465","Kajikia albida",228.414809960682,26.5,32.9,FALSE,"Acanthopterygii","True"
"466","Kajikia albida",225.270117955439,25.4,31.7,FALSE,"Acanthopterygii","True"
"467","Kajikia albida",226.370117955439,26.5,31,FALSE,"Acanthopterygii","True"
"468","Kajikia albida",228.336041939712,26.7,32.8,FALSE,"Acanthopterygii","True"
"469","Kajikia albida",229.823197903014,26.3,31.5,FALSE,"Acanthopterygii","True"
"470","Kajikia albida",238.133813892529,27.1,37,FALSE,"Acanthopterygii","True"
"471","Kajikia albida",205.357798165138,24,27,FALSE,"Acanthopterygii","True"
"472","Kajikia albida",205.057798165138,24.3,29.5,FALSE,"Acanthopterygii","True"
"473","Kajikia albida",206.668414154653,24,28,FALSE,"Acanthopterygii","True"
"474","Kajikia albida",207.361598951507,23.7,28.2,FALSE,"Acanthopterygii","True"
"475","Kajikia albida",207.879030144168,24.1,29,FALSE,"Acanthopterygii","True"
"476","Kajikia albida",208.265399737877,24.5,28,FALSE,"Acanthopterygii","True"
"477","Kajikia albida",208.889646133683,24.4,30,FALSE,"Acanthopterygii","True"
"478","Kajikia albida",210.600262123198,24,26.5,FALSE,"Acanthopterygii","True"
"479","Kajikia albida",210.600262123198,24,30.4,FALSE,"Acanthopterygii","True"
"480","Kajikia albida",211.255570117955,24,29,FALSE,"Acanthopterygii","True"
"481","Kajikia albida",211.255570117955,24,28.8,FALSE,"Acanthopterygii","True"
"482","Kajikia albida",211.910878112713,24,28.9,FALSE,"Acanthopterygii","True"
"483","Kajikia albida",212.066186107471,24.5,30.5,FALSE,"Acanthopterygii","True"
"484","Kajikia albida",212.921494102228,24.3,29.5,FALSE,"Acanthopterygii","True"
"485","Kajikia albida",212.876802096986,25,30,FALSE,"Acanthopterygii","True"
"486","Kajikia albida",214.987418086501,24.2,27,FALSE,"Acanthopterygii","True"
"487","Kajikia albida",214.687418086501,24.5,30.5,FALSE,"Acanthopterygii","True"
"488","Kajikia albida",215.842726081258,24,31.2,FALSE,"Acanthopterygii","True"
"489","Kajikia albida",215.342726081258,24.5,30,FALSE,"Acanthopterygii","True"
"490","Kajikia albida",179.487942332896,21.4,25,FALSE,"Acanthopterygii","True"
"491","Kajikia albida",182.698558322412,22,25.8,FALSE,"Acanthopterygii","True"
"492","Kajikia albida",183.747051114024,21.5,26.2,FALSE,"Acanthopterygii","True"
"493","Kajikia albida",192.619790301442,20.7,26.2,FALSE,"Acanthopterygii","True"
"494","Kajikia albida",185.903145478375,21.4,26.3,FALSE,"Acanthopterygii","True"
"495","Kajikia albida",190.406946264744,22.2,28,FALSE,"Acanthopterygii","True"
"496","Kajikia albida",194.03879423329,23,27,FALSE,"Acanthopterygii","True"
"497","Kajikia albida",190.53879423329,22.6,26,FALSE,"Acanthopterygii","True"
"498","Kajikia albida",189.494102228047,22.8,28,FALSE,"Acanthopterygii","True"
"499","Kajikia albida",192.349410222805,22.3,27.6,FALSE,"Acanthopterygii","True"
"500","Kajikia albida",197.615334207077,22.6,28,FALSE,"Acanthopterygii","True"
"501","Kajikia albida",194.639580602883,24,28.6,FALSE,"Acanthopterygii","True"
"502","Kajikia albida",198.68125819135,22.5,28,FALSE,"Acanthopterygii","True"
"503","Kajikia albida",201.18125819135,23.1,26.6,FALSE,"Acanthopterygii","True"
"504","Kajikia audax",206.2,25,22,FALSE,"Acanthopterygii","True"
"505","Kajikia audax",204,26.2,16.5,FALSE,"Acanthopterygii","True"
"506","Kajikia audax",241.6,31.5,23.5,FALSE,"Acanthopterygii","True"
"507","Kajikia audax",247.8,31.9,26,FALSE,"Acanthopterygii","True"
"508","Kajikia audax",249.2,32,21,FALSE,"Acanthopterygii","True"
"509","Kajikia audax",258.8,31.6,24,FALSE,"Acanthopterygii","True"
"510","Kajikia audax",255,33,22.3,FALSE,"Acanthopterygii","True"
"511","Kajikia audax",258,34,22,FALSE,"Acanthopterygii","True"
"512","Kajikia audax",257,30,20.2,FALSE,"Acanthopterygii","True"
"513","Kajikia audax",254.7,30.1,22,FALSE,"Acanthopterygii","True"
"514","Kajikia audax",260,33.5,22,FALSE,"Acanthopterygii","True"
"515","Kajikia audax",261.2,32.9,24,FALSE,"Acanthopterygii","True"
"516","Kajikia audax",266,32.8,23.4,FALSE,"Acanthopterygii","True"
"517","Kajikia audax",264.7,33.9,25,FALSE,"Acanthopterygii","True"
"518","Kajikia audax",266.2,36,24.4,FALSE,"Acanthopterygii","True"
"519","Kajikia audax",268.6,35.4,21.5,FALSE,"Acanthopterygii","True"
"520","Kajikia audax",271.1,33.7,25.5,FALSE,"Acanthopterygii","True"
"521","Kajikia audax",264.6,34.7,26,FALSE,"Acanthopterygii","True"
"522","Kajikia audax",271,35,24,FALSE,"Acanthopterygii","True"
"523","Kajikia audax",273,34,23.5,FALSE,"Acanthopterygii","True"
"524","Kajikia audax",267,35.5,20,FALSE,"Acanthopterygii","True"
"525","Kajikia audax",272.7,34.8,25.9,FALSE,"Acanthopterygii","True"
"526","Kajikia audax",274.8,36.1,29,FALSE,"Acanthopterygii","True"
"527","Kajikia audax",272.3,34.7,25,FALSE,"Acanthopterygii","True"
"528","Kajikia audax",280.5,35,28,FALSE,"Acanthopterygii","True"
"529","Kajikia audax",293.1,39.1,25.3,FALSE,"Acanthopterygii","True"
"530","Kajikia audax",278.8,36.2,28.1,FALSE,"Acanthopterygii","True"
"531","Kajikia audax",285.5,36.5,25.5,FALSE,"Acanthopterygii","True"
"532","Kajikia audax",288,37,24.9,FALSE,"Acanthopterygii","True"
"533","Kajikia audax",272.5,37.5,29.1,FALSE,"Acanthopterygii","True"
"534","Makaira nigricans",348.54,38.66,11.5,FALSE,"Acanthopterygii","True"
"535","Makaira nigricans",200.8,24,18,FALSE,"Acanthopterygii","True"
"536","Makaira nigricans",218.3,26.2,22.5,FALSE,"Acanthopterygii","True"
"537","Makaira nigricans",226.5,27.7,24,FALSE,"Acanthopterygii","True"
"538","Makaira nigricans",223.1,28.5,22.5,FALSE,"Acanthopterygii","True"
"539","Makaira nigricans",241.3,30,24,FALSE,"Acanthopterygii","True"
"540","Makaira nigricans",236.9,30.1,23,FALSE,"Acanthopterygii","True"
"541","Makaira nigricans",252.5,30.6,27.5,FALSE,"Acanthopterygii","True"
"542","Makaira nigricans",272.2,32.8,31,FALSE,"Acanthopterygii","True"
"543","Makaira nigricans",245.2,32.5,28.5,FALSE,"Acanthopterygii","True"
"544","Makaira nigricans",268.2,31.6,25,FALSE,"Acanthopterygii","True"
"545","Makaira nigricans",270.4,36.4,31,FALSE,"Acanthopterygii","True"
"546","Makaira nigricans",283.2,36.2,33.5,FALSE,"Acanthopterygii","True"
"547","Makaira nigricans",279.1,33,30.5,FALSE,"Acanthopterygii","True"
"548","Makaira nigricans",309.7,37.7,33,FALSE,"Acanthopterygii","True"
"549","Makaira nigricans",307.1,37.2,34,FALSE,"Acanthopterygii","True"
"550","Makaira nigricans",287.2,39,33,FALSE,"Acanthopterygii","True"
"551","Makaira nigricans",302.5,39.7,33.3,FALSE,"Acanthopterygii","True"
"552","Tetrapturus angustirostris",165.86,17.2,13.77,FALSE,"Acanthopterygii","True"
"553","Tetrapturus belone",141.207,15.9,15.68,FALSE,"Acanthopterygii","True"
"554","Tetrapturus belone",167.042981072555,17.3,15.85,FALSE,"Acanthopterygii","True"
"555","Tetrapturus belone",185.974518927445,22.2,23.04,FALSE,"Acanthopterygii","True"
"556","Tetrapturus georgii",171.16,25.6658,19.373,FALSE,"Acanthopterygii","True"
"557","Xiphias gladius",225.89,33,33.49,FALSE,"Acanthopterygii","True"
"558","Xiphias gladius",282.385135951662,45.72,47.6,FALSE,"Acanthopterygii","True"
"559","Cheilodipterus macrodon",14.5,2.95,2.876,FALSE,"Acanthopterygii","True"
"560","Cheilodipterus macrodon",16.5,3.528,3.357,FALSE,"Acanthopterygii","True"
"561","Cheilodipterus macrodon",19.8,4.229,4.249,FALSE,"Acanthopterygii","True"
"562","Cheilodipterus quinquelineatus",9,1.97,1.77,FALSE,"Acanthopterygii","True"
"563","Cheilodipterus quinquelineatus",9.4,2.01,1.84,FALSE,"Acanthopterygii","True"
"564","Holapogon maximus",23,5.179,5.514,FALSE,"Acanthopterygii","True"
"565","Jaydia novaeguineae",10.51,2.35,2.77,FALSE,"Acanthopterygii","True"
"566","Jaydia novaeguineae",8.7,2.12,2.1,FALSE,"Acanthopterygii","True"
"567","Jaydia smithi",10.07,2.41,2.57,FALSE,"Acanthopterygii","True"
"568","Bolbometopon muricatum",62.2,10.015,18.122,FALSE,"Acanthopterygii","True"
"569","Bolbometopon muricatum",117.13599,18.171,40.386,FALSE,"Acanthopterygii","True"
"570","Bolbometopon muricatum",63.7776,9.724,18.184,FALSE,"Acanthopterygii","True"
"571","Cetoscarus ocellatus",43.2,6.331,9.671,FALSE,"Acanthopterygii","True"
"572","Cetoscarus ocellatus",45.4,6.651,11.003,FALSE,"Acanthopterygii","True"
"573","Cetoscarus ocellatus",45.7,6.845,10.865,FALSE,"Acanthopterygii","True"
"574","Coris nigrofasciata",39,5.831,10.102,FALSE,"Acanthopterygii","True"
"575","Coris nigrofasciata",30.7,4.755,6.969,FALSE,"Acanthopterygii","True"
"576","Coris nigrofasciata",23.7,3.932,4.828,FALSE,"Acanthopterygii","True"
"577","Coris nigrofasciata",33,4.887,7.464,FALSE,"Acanthopterygii","True"
"578","Coris nigrofasciata",43.5,6.048,10.565,FALSE,"Acanthopterygii","True"
"579","Coris pictoides",19.8,2.852,3.23,FALSE,"Acanthopterygii","True"
"580","Coris pictoides",7.5,1.05,1.158,FALSE,"Acanthopterygii","True"
"581","Coris pictoides",7.8,1.218,1.362,FALSE,"Acanthopterygii","True"
"582","Coris pictoides",7.2,1.034,1.284,FALSE,"Acanthopterygii","True"
"583","Gomphosus varius",10.7,1.457,1.885,FALSE,"Acanthopterygii","True"
"584","Gomphosus varius",22.9,3.384,3.96,FALSE,"Acanthopterygii","True"
"585","Halichoeres trimaculatus",12.7,1.919,2.58,FALSE,"Acanthopterygii","True"
"586","Halichoeres trimaculatus",16.8,2.82,3.79,FALSE,"Acanthopterygii","True"
"587","Halichoeres trimaculatus",13.3,2.27,2.67,FALSE,"Acanthopterygii","True"
"588","Hologymnosus annulatus",28.7,4.05,5.21,FALSE,"Acanthopterygii","True"
"589","Hologymnosus annulatus",38.1,5.48,8.19,FALSE,"Acanthopterygii","True"
"590","Hologymnosus annulatus",39.6,5.47,7.45,FALSE,"Acanthopterygii","True"
"591","Hologymnosus annulatus",37.1,6.15,8.22,FALSE,"Acanthopterygii","True"
"592","Hologymnosus doliatus",22.6,3.23,3.589,FALSE,"Acanthopterygii","True"
"593","Hologymnosus doliatus",26.9,3.738,4.313,FALSE,"Acanthopterygii","True"
"594","Hologymnosus doliatus",27.9,4.134,4.471,FALSE,"Acanthopterygii","True"
"595","Hologymnosus doliatus",28.5,4.061,5.292,FALSE,"Acanthopterygii","True"
"596","Hologymnosus doliatus",36.154,5.673,7.478,FALSE,"Acanthopterygii","True"
"597","Labrus mixtus",33.6,6,6.93,FALSE,"Acanthopterygii","True"
"598","Labrus mixtus",30.1,5.1,5.95,FALSE,"Acanthopterygii","True"
"599","Oxycheilinus digrammus",13.3,2.341,2.828,FALSE,"Acanthopterygii","True"
"600","Oxycheilinus digrammus",13.8,2.5,2.88,FALSE,"Acanthopterygii","True"
"601","Oxycheilinus digrammus",14.5,2.76,3.212,FALSE,"Acanthopterygii","True"
"602","Oxycheilinus digrammus",18,2.99,3.99,FALSE,"Acanthopterygii","True"
"603","Oxycheilinus digrammus",27.2,4.336,6.607,FALSE,"Acanthopterygii","True"
"604","Scarus maculipinna",15.52,2.56,3.15,FALSE,"Acanthopterygii","True"
"605","Scarus maculipinna",18.68,2.94,3.55,FALSE,"Acanthopterygii","True"
"606","Scarus obishme",76.982,11.59,16.2850678733032,FALSE,"Acanthopterygii","True"
"607","Scarus obishme",31.9968,5.0688,5.87690160502442,FALSE,"Acanthopterygii","True"
"608","Histrio histrio",9.1,2.043,3.408,FALSE,"Acanthopterygii","True"
"609","Aprion virescens",43.1,6.5,7.181,FALSE,"Acanthopterygii","True"
"610","Apsilus dentatus",52.4,7.98,13.1,FALSE,"Acanthopterygii","True"
"611","Diagramma pictum",42.38,6.85,10.05,FALSE,"Acanthopterygii","True"
"612","Diagramma pictum",23.6,3.74,5.86,FALSE,"Acanthopterygii","True"
"613","Diagramma pictum",25.4,4.31,6.56,FALSE,"Acanthopterygii","True"
"614","Diagramma pictum",30.5,4.97,7.6,FALSE,"Acanthopterygii","True"
"615","Diagramma pictum",43,6.162,10.243,FALSE,"Acanthopterygii","True"
"616","Diagramma punctatum",59.4,9.64,14.25,FALSE,"Acanthopterygii","True"
"617","Etelis coruscans",51.5,7.386,7.431,FALSE,"Acanthopterygii","True"
"618","Etelis coruscans",74.2,11.289,12.329,FALSE,"Acanthopterygii","True"
"619","Etelis oculatus",68,11.566,12.53,FALSE,"Acanthopterygii","True"
"620","Etelis radiosus",64.8835,10.1849,10.0386,FALSE,"Acanthopterygii","True"
"621","Lutjanus adetii",21.182,3.647,5.292,FALSE,"Acanthopterygii","True"
"622","Lutjanus adetii",30.627,5.333,7.424,FALSE,"Acanthopterygii","True"
"623","Lutjanus argentimaculatus",30.5,6.079,7.227,FALSE,"Acanthopterygii","True"
"624","Lutjanus argentimaculatus",55.4,10.721,13.677,FALSE,"Acanthopterygii","True"
"625","Lutjanus argentimaculatus",61.2,13.488,14.846,FALSE,"Acanthopterygii","True"
"626","Lutjanus bohar",32.7,6.468,7.873,FALSE,"Acanthopterygii","True"
"627","Lutjanus bohar",63.5,11.788,15.591,FALSE,"Acanthopterygii","True"
"628","Lutjanus carponotatus",10.8,2.08,2.73,FALSE,"Acanthopterygii","True"
"629","Lutjanus carponotatus",16.2,3.29,4.01,FALSE,"Acanthopterygii","True"
"630","Lutjanus carponotatus",21.1,4.19,5.42,FALSE,"Acanthopterygii","True"
"631","Lutjanus carponotatus",27.2,4.7,6.76,FALSE,"Acanthopterygii","True"
"632","Lutjanus cyanopterus",79,13.746,19.79,FALSE,"Acanthopterygii","True"
"633","Lutjanus decussatus",19.7,3.38,4.41,FALSE,"Acanthopterygii","True"
"634","Lutjanus dentatus",109.865,19.084,28.304,FALSE,"Acanthopterygii","True"
"635","Lutjanus kasmira",26.9,5.14,6.67,FALSE,"Acanthopterygii","True"
"636","Lutjanus kasmira",27.4,5.5,6.23,FALSE,"Acanthopterygii","True"
"637","Lutjanus malabaricus",25.2,4.41,6.61,FALSE,"Acanthopterygii","True"
"638","Lutjanus malabaricus",39.6,7.46,9.87,FALSE,"Acanthopterygii","True"
"639","Lutjanus malabaricus",47.8,8.557,11.81,FALSE,"Acanthopterygii","True"
"640","Lutjanus malabaricus",56,9.88,13.78,FALSE,"Acanthopterygii","True"
"641","Lutjanus malabaricus",69.7,13.337,17.798,FALSE,"Acanthopterygii","True"
"642","Lutjanus monostigma",30.7,5.58,7.23,FALSE,"Acanthopterygii","True"
"643","Lutjanus purpureus",59.5,10.167,13.06,FALSE,"Acanthopterygii","True"
"644","Lutjanus rivulatus",58.7,11.2,16.63,FALSE,"Acanthopterygii","True"
