"","species","total_length","OOL","head_height","HC_fin","higher_group","swimbladder"
"955","Plectropomus laevis",59.9,10.01,11.5,FALSE,"Acanthopterygii","True"
"956","Plectropomus laevis",65.2,11.92,12.863,FALSE,"Acanthopterygii","True"
"957","Plectropomus laevis",75.29,13.056,15.65,FALSE,"Acanthopterygii","True"
"958","Plectropomus leopardus",26.5,4.982,4.877,FALSE,"Acanthopterygii","True"
"959","Plectropomus oligacanthus",29.5,5.243,5.396,FALSE,"Acanthopterygii","True"
"960","Plectropomus punctatus",53.5,9.389,9.515,FALSE,"Acanthopterygii","True"
"961","Polyprion americanus",81.2,19.3,18.417,FALSE,"Acanthopterygii","True"
"962","Pomatomus saltatrix",45.873,7.394,9.305,FALSE,"Acanthopterygii","True"
"963","Pseudanthias fasciatus",14.4,1.859,2.94,FALSE,"Acanthopterygii","True"
"964","Sacura boulengeri",15.564,3.552,4.085,FALSE,"Acanthopterygii","True"
"965","Sacura boulengeri",18.608,4.405,4.995,FALSE,"Acanthopterygii","True"
"966","Sacura boulengeri",23.585,5.49311,7.136,FALSE,"Acanthopterygii","True"
"967","Saloptia powelli",48,9.746,12.4,FALSE,"Acanthopterygii","True"
"968","Saloptia powelli",46,9.036,10.316,FALSE,"Acanthopterygii","True"
"969","Sander canadense",33.4,5.561,3.98,FALSE,"Acanthopterygii","True"
"970","Sander vitreum",59,9.469,7.617,FALSE,"Acanthopterygii","True"
"971","Siganus luridus",20.3,2.35,3.752,FALSE,"Acanthopterygii","True"
"972","Siganus luridus",17.3,2.25,3.22,FALSE,"Acanthopterygii","True"
"973","Siganus rivulatus",19.3,2.185,3.374,FALSE,"Acanthopterygii","True"
"974","Siganus rivulatus",27.1,2.9,5.24,FALSE,"Acanthopterygii","True"
"975","Sparisoma cretense",26.257,4.109,6.42,FALSE,"Acanthopterygii","True"
"976","Stereolepis gigas",215,40.227,52.231,FALSE,"Acanthopterygii","True"
"977","Variola albimarginata",31.8,5.024,5.539,FALSE,"Acanthopterygii","True"
"978","Variola albimarginata",35.3,5.83,6.579,FALSE,"Acanthopterygii","True"
"979","Variola albimarginata",39,6.115,7.899,FALSE,"Acanthopterygii","True"
"980","Variola louti",38.1,6.759,7.495,FALSE,"Acanthopterygii","True"
"981","Parapercis clathrata",9.8,1.523,1.236,FALSE,"Acanthopterygii","True"
"982","Parapercis clathrata",14.2,2.278,1.688,FALSE,"Acanthopterygii","True"
"983","Parapercis clathrata",17.3,2.929,1.758,FALSE,"Acanthopterygii","True"
"984","Heteropriacanthus cruentatus",55,8.875,12.54,FALSE,"Acanthopterygii","True"
"985","Priacanthus sagittarius",19.3,4.1,4.74,FALSE,"Acanthopterygii","True"
"986","Priacanthus sagittarius",24.362,5.44,6.852,FALSE,"Acanthopterygii","True"
"987","Priacanthus sagittarius",33,6.45,8.01,FALSE,"Acanthopterygii","True"
"988","Priacanthus zaiserae",20.569,4.515,5.183,FALSE,"Acanthopterygii","True"
"989","Priacanthus zaiserae",18.709,3.853,4.805,FALSE,"Acanthopterygii","True"
"990","Acanthocybium solandri",142.5,16.397,16.33,FALSE,"Acanthopterygii","True"
"991","Acanthocybium solandri",195.3,18,17.3,FALSE,"Acanthopterygii","True"
"992","Acanthocybium solandri",109.222,12.277,10.74,FALSE,"Acanthopterygii","True"
"993","Allothunnus fallai",85.208,14.6,14.745,FALSE,"Acanthopterygii","False"
"994","Aphanopus carbo",110,11.4264150943396,7.91,FALSE,"Acanthopterygii","True"
"995","Arripis trutta",85,15.806,14.957,FALSE,"Acanthopterygii","True"
"996","Arripis trutta",54.932,8.87,9.164,FALSE,"Acanthopterygii","True"
"997","Arripis trutta",55.36,9.474,9.592,FALSE,"Acanthopterygii","True"
"998","Auxis rochei",32.7,6.19,5.62,FALSE,"Acanthopterygii","False"
"999","Auxis rochei",28.9,5.59,5.01,FALSE,"Acanthopterygii","False"
"1000","Auxis thazard",31.3,6.24,5.72,FALSE,"Acanthopterygii","False"
"1001","Auxis thazard",27.8,5.5,5.16,FALSE,"Acanthopterygii","False"
"1002","Auxis thazard",33.3,6.26,6.02,FALSE,"Acanthopterygii","False"
"1003","Auxis thazard",43.5,8.54,8.43,FALSE,"Acanthopterygii","False"
"1004","Centrolophus niger",51.9,7.2,7.812,FALSE,"Acanthopterygii","True"
"1005","Epinnula magistralis",101.68,15.334,13.592,FALSE,"Acanthopterygii","True"
"1006","Epinnula pacifica",84.922,13.703,12.73,FALSE,"Acanthopterygii","True"
"1007","Epinnula pacifica",85.84,14.6,13.72,FALSE,"Acanthopterygii","True"
"1008","Eumegistus breviorti",64.28,10.47,18.8,FALSE,"Acanthopterygii","True"
"1009","Eumegistus illustris",51,9.007,13.51,FALSE,"Acanthopterygii","True"
"1010","Eumegistus illustris",63,10.09,16.65,FALSE,"Acanthopterygii","True"
"1011","Euthynnus affinis",52.7,9.39,9.61,FALSE,"Acanthopterygii","False"
"1012","Euthynnus affinis",40.7,7.58,7.76,FALSE,"Acanthopterygii","False"
"1013","Euthynnus alletteratus",79.747,14.951,15.798,FALSE,"Acanthopterygii","False"
"1014","Gasterochisma melampus",144,19.72,26.191,FALSE,"Acanthopterygii","True"
"1015","Gasterochisma melampus",141.3,18.7,29.43,FALSE,"Acanthopterygii","True"
"1016","Gasterochisma melampus",194.516,27.938196,37.322,FALSE,"Acanthopterygii","True"
"1017","Gasterochisma melampus",41.6898,5.15052,8.3106,FALSE,"Acanthopterygii","True"
"1018","Gasterochisma melampus",44.7888,5.55396,9.114,FALSE,"Acanthopterygii","True"
"1019","Gasterochisma melampus",57.822,6.716,10.488,FALSE,"Acanthopterygii","True"
"1020","Gempylus serpens",83,8,5.02,FALSE,"Acanthopterygii","True"
"1021","Gempylus serpens",55.4,4.6499582289056,3.06110102843315,FALSE,"Acanthopterygii","True"
"1022","Gempylus serpens",55.5094861660079,5.02196382428941,3.18267419962335,FALSE,"Acanthopterygii","True"
"1023","Grammatorcynus bilineatus",22.089,3.20548,3.716,FALSE,"Acanthopterygii","True"
"1024","Hyperoglyphe bythites",87.4872,14.924,18.54,FALSE,"Acanthopterygii","True"
"1025","Hyperoglyphe bythites",78.6,12.852,17.24,FALSE,"Acanthopterygii","True"
"1026","Icosteus aenigmaticus",95,9,11.083,FALSE,"Acanthopterygii","True"
"1027","Katsuwonus pelamis",59.5979381443299,11.897,11.39,FALSE,"Acanthopterygii","False"
"1028","Katsuwonus pelamis",51.7,9.89,9.71,FALSE,"Acanthopterygii","False"
"1029","Lepidocybium flavobrunneum",78.36,12.22,11.11,FALSE,"Acanthopterygii","True"
"1030","Lepidocybium flavobrunneum",76.109,12.221,12.484,FALSE,"Acanthopterygii","True"
"1031","Lepidocybium flavobrunneum",105,16.03,16.9,FALSE,"Acanthopterygii","True"
"1032","Lepidocybium flavobrunneum",75,11.6,10.2,FALSE,"Acanthopterygii","True"
"1033","Lepidocybium flavobrunneum",117,16.6,16.8,FALSE,"Acanthopterygii","True"
"1034","Lepidocybium flavobrunneum",85,12.4,9.2,FALSE,"Acanthopterygii","True"
"1035","Lepidocybium flavobrunneum",106.5,15.762,17.466,FALSE,"Acanthopterygii","True"
"1036","Orcynopsis unicolor",50.7,6.48,8.511,FALSE,"Acanthopterygii","False"
"1037","Promethichthys prometheus",52,7.06,5.73,FALSE,"Acanthopterygii","True"
"1038","Rastrelliger kanagurta",36.6,5.7,6.625,FALSE,"Acanthopterygii","True"
"1039","Rastrelliger kanagurta",24.7,4.202,4.487,FALSE,"Acanthopterygii","True"
"1040","Rastrelliger kanagurta",25.8,4.475,5.031,FALSE,"Acanthopterygii","True"
"1041","Ruvettus pretiosus",139,22.47,19.47,FALSE,"Acanthopterygii","False"
"1042","Ruvettus pretiosus",133,20.39,13.91,FALSE,"Acanthopterygii","False"
"1043","Ruvettus pretiosus",96.8,15.09,13.72,FALSE,"Acanthopterygii","False"
"1044","Sarda australis",41.5,6.758,6.987,FALSE,"Acanthopterygii","False"
"1045","Sarda orientalis",41.3,7.194,7.349,FALSE,"Acanthopterygii","False"
"1046","Schedophilus ovalis",63.41,11.47,15.77,FALSE,"Acanthopterygii","True"
"1047","Schedophilus ovalis",36.87,6.854,9.692,FALSE,"Acanthopterygii","True"
"1048","Scomber australasicus",29.2,5.07,4.29,FALSE,"Acanthopterygii","True"
"1049","Scomber australasicus",25.3,4.31,3.62,FALSE,"Acanthopterygii","True"
"1050","Scomber australasicus",24.4,4.74,3.85,FALSE,"Acanthopterygii","True"
"1051","Scomber scomber",34.8,4.805,4.294,FALSE,"Acanthopterygii","True"
"1052","Scomberomorus cavalla",118.11,13.462,10.16,FALSE,"Acanthopterygii","False"
"1053","Scomberomorus cavalla",120.65,13.208,10.414,FALSE,"Acanthopterygii","False"
"1054","Scomberomorus commerson",47.912,6.042,5.128,FALSE,"Acanthopterygii","False"
"1055","Scomberomorus commerson",64.8,7.526,7.13,FALSE,"Acanthopterygii","False"
"1056","Scomberomorus commerson",88.584,10.609,9.869,FALSE,"Acanthopterygii","False"
"1057","Scomberomorus guttatus",48.8,5.819,5.887,FALSE,"Acanthopterygii","False"
"1058","Scomberomorus maculatus",73.5,7.407,7.84,FALSE,"Acanthopterygii","False"
"1059","Scomberomorus munroi",80.985,8.114,9.531,FALSE,"Acanthopterygii","False"
"1060","Scomberomorus niphonius",78.93,9.014,8.628,FALSE,"Acanthopterygii","False"
"1061","Scomberomorus regalis",67,7.35,8.05,FALSE,"Acanthopterygii","False"
"1062","Scombrolabrax heterolepis",22.1,4.17468926553672,4.14274011299435,FALSE,"Acanthopterygii","True"
"1063","Scombrolabrax heterolepis",14.294,2.935,2.772,FALSE,"Acanthopterygii","True"
"1064","Scombrolabrax heterolepis",29.122,5.018,4.783,FALSE,"Acanthopterygii","True"
"1065","Scombrolabrax heterolepis",18.662,3.652,3.378,FALSE,"Acanthopterygii","True"
"1066","Taractes rubescens",63.988,9.63,13.05,FALSE,"Acanthopterygii","True"
"1067","Taractes rubescens",71.41,14.89998,16.31,FALSE,"Acanthopterygii","True"
"1068","Taractes rubescens",51.279,10.221,13.804,FALSE,"Acanthopterygii","True"
"1069","Taractes rubescens",89,17.02225,29.167,FALSE,"Acanthopterygii","True"
"1070","Taractes rubescens",85.4,16.61952,21.3501312,FALSE,"Acanthopterygii","True"
"1071","Taractes rubescens",65.5,12.50134725,14.505,FALSE,"Acanthopterygii","True"
"1072","Taractes rubescens",50.046,9.375,12.568,FALSE,"Acanthopterygii","True"
"1073","Taractes rubescens",35.774,5.824,8.455,FALSE,"Acanthopterygii","True"
"1074","Taractes rubescens",76,12.941,18.43,FALSE,"Acanthopterygii","True"
"1075","Taractes rubescens",55.7,9.941,12.416,FALSE,"Acanthopterygii","True"
"1076","Taractichthys longipinnis",59.025,9.919,18.504,FALSE,"Acanthopterygii","True"
"1077","Taractichthys longipinnis",45.3,7.678,14.6,FALSE,"Acanthopterygii","True"
"1078","Taractichthys longipinnis",52.5,8.267,14.95,FALSE,"Acanthopterygii","True"
"1079","Taractichthys steindachneri",82.257,13.722,22.794,FALSE,"Acanthopterygii","True"
"1080","Taractichthys steindachneri",83.648,14.18,22.26,FALSE,"Acanthopterygii","True"
"1081","Thunnus alalunga",104.2,17.723,20.8,FALSE,"Acanthopterygii","True"
"1082","Thunnus albacares",111.97,17.3032,18.74,FALSE,"Acanthopterygii","True"
"1083","Thunnus albacares",165.76,25.1295,27.45,FALSE,"Acanthopterygii","True"
"1084","Thunnus atlanticus",73.2,13.374,16.14,FALSE,"Acanthopterygii","True"
"1085","Thunnus atlanticus",87,15.5,19.8,FALSE,"Acanthopterygii","True"
"1086","Thunnus obesus",166.38,28.2564,32.86,FALSE,"Acanthopterygii","True"
"1087","Thunnus orientalis",250,38,51,FALSE,"Acanthopterygii","True"
"1088","Thunnus tonggol",50.933,9.26,9.075,FALSE,"Acanthopterygii","False"
"1089","Thunnus tonggol",49.109,8.028,8.734,FALSE,"Acanthopterygii","False"
"1090","Thyrsites atun",79.79,9.52,9.11,FALSE,"Acanthopterygii","True"
"1091","Thyrsites atun",86.01,11.2,9.54,FALSE,"Acanthopterygii","True"
"1092","Thyrsitoides marleyi",97.6,13.088,8.73,FALSE,"Acanthopterygii","True"
"1093","Thyrsitoides marleyi",118.44,13.25,10.84,FALSE,"Acanthopterygii","True"
"1094","Anarhichas denticulatus",109.5,16.5,26.635,FALSE,"Acanthopterygii","True"
"1095","Dendrochirus zebra",12.7,2.084,2.81,FALSE,"Acanthopterygii","True"
"1096","Dendrochirus zebra",14.2,2.563,3.419,FALSE,"Acanthopterygii","True"
"1097","Ectreposebastes niger",18.3,3.63,4.46,FALSE,"Acanthopterygii","True"
"1098","Erilepis zonifer",125.8,22.2,27,FALSE,"Acanthopterygii","True"
"1099","Helicolenus dactylopterus",33.3,7.93,8.69,FALSE,"Acanthopterygii","True"
"1100","Pterois miles",23.031,3.137,4.759,FALSE,"Acanthopterygii","True"
"1101","Pterois volitans",17,2.148,3.367,FALSE,"Acanthopterygii","True"
"1102","Pterois volitans",17.8,2.584,3.67,FALSE,"Acanthopterygii","True"
"1103","Pterois volitans",15,2.171,3.172,FALSE,"Acanthopterygii","True"
"1104","Scorpaenodes evides",6.6,1.462,1.575,FALSE,"Acanthopterygii","True"
"1105","Scorpaenodes evides",7,1.819,1.711,FALSE,"Acanthopterygii","True"
"1106","Scorpaenodes evides",10.5,2.489,2.564,FALSE,"Acanthopterygii","True"
"1107","Scorpaenodes evides",9.9,1.941,2.409,FALSE,"Acanthopterygii","True"
"1108","Sebastapistes cyanostigma",3.8,1.05,1.02,FALSE,"Acanthopterygii","True"
"1109","Sebastapistes cyanostigma",5.8,1.457,1.532,FALSE,"Acanthopterygii","True"
"1110","Sebastapistes cyanostigma",5.8,1.516,1.547,FALSE,"Acanthopterygii","True"
"1111","Taenianotus triacanthus",10.9,2.04,3.43,FALSE,"Acanthopterygii","True"
"1112","Acanthopagrus bifasciatus",35,6.741,12.149,FALSE,"Acanthopterygii","True"
"1113","Acanthopagrus bifasciatus",26,4.3,7.66,FALSE,"Acanthopterygii","True"
"1114","Acanthopagrus bifasciatus",20.5,3.38,6.23,FALSE,"Acanthopterygii","True"
"1115","Acanthopagrus bifasciatus",30,5.53,9.49,FALSE,"Acanthopterygii","True"
"1116","Argyrops spinifer",42.2,6.743,13.267,FALSE,"Acanthopterygii","True"
"1117","Argyrops spinifer",24.5,3.99,7.18,FALSE,"Acanthopterygii","True"
"1118","Argyrops spinifer",39.7,5.749,12.59,FALSE,"Acanthopterygii","True"
"1119","Calamus bajonado",62.4,7.235,17.94,FALSE,"Acanthopterygii","True"
"1120","Crenidens crenidens",18.3,2.598,3.955,FALSE,"Acanthopterygii","True"
"1121","Crenidens crenidens",20.3,3.155,4.315,FALSE,"Acanthopterygii","True"
"1122","Diplodus annularis",23.2,2.947,4.806,FALSE,"Acanthopterygii","True"
"1123","Diplodus puntazzo",34.6,4.417,7.166,FALSE,"Acanthopterygii","True"
"1124","Diplodus vulgaris",31.9,4.42,7.968,FALSE,"Acanthopterygii","True"
"1125","Gymnocranius audleyi",24.5,3.979,6.599,FALSE,"Acanthopterygii","True"
"1126","Gymnocranius audleyi",32.5,5.532,9.349,FALSE,"Acanthopterygii","True"
"1127","Gymnocranius grandoculis",23.52156,4.26,6.4,FALSE,"Acanthopterygii","True"
"1128","Gymnocranius grandoculis",59.24,9.46,16.03,FALSE,"Acanthopterygii","True"
"1129","Gymnocranius grandoculis",61.54,8.89,14.69,FALSE,"Acanthopterygii","True"
"1130","Gymnocranius oblongus",30.02,4.745,6.442,FALSE,"Acanthopterygii","True"
"1131","Gymnocranius oblongus",27.378,4.1,6.294,FALSE,"Acanthopterygii","True"
"1132","Gymnocranius oblongus",32.296,4.9,7.04,FALSE,"Acanthopterygii","True"
"1133","Gymnocranius oblongus",46.147,6.349,9.87,FALSE,"Acanthopterygii","True"
"1134","Lethrinus amboinensis",29.5,4.019,5.974,FALSE,"Acanthopterygii","True"
"1135","Lethrinus amboinensis",36.1,5.297,7.945,FALSE,"Acanthopterygii","True"
"1136","Lethrinus amboinensis",39.4,5.343,8.288,FALSE,"Acanthopterygii","True"
"1137","Lethrinus amboinensis",31.1,4.666,8.036,FALSE,"Acanthopterygii","True"
"1138","Lethrinus amboinensis",41.029,5.623,9.048,FALSE,"Acanthopterygii","True"
"1139","Lethrinus amboinensis",39.26,5.645,8.769,FALSE,"Acanthopterygii","True"
"1140","Lethrinus borbonicus",27.8,4.208,7.212,FALSE,"Acanthopterygii","True"
"1141","Lethrinus borbonicus",22.4,3.579,6.26,FALSE,"Acanthopterygii","True"
"1142","Lethrinus borbonicus",31.3,4.46,8.5,FALSE,"Acanthopterygii","True"
"1143","Lethrinus erythropterus",25.8,3.652,7.16,FALSE,"Acanthopterygii","True"
"1144","Lethrinus erythropterus",28.7,4.317,8.077,FALSE,"Acanthopterygii","True"
"1145","Lethrinus erythropterus",22,3.447,6.164,FALSE,"Acanthopterygii","True"
"1146","Lethrinus erythropterus",21.8,3.607,6.382,FALSE,"Acanthopterygii","True"
"1147","Lethrinus harak",26.4,4.1,6.1,FALSE,"Acanthopterygii","True"
"1148","Lethrinus harak",29.7,4.117,7.391,FALSE,"Acanthopterygii","True"
"1149","Lethrinus lentjan",17.5,2.883,4.231,FALSE,"Acanthopterygii","True"
"1150","Lethrinus lentjan",21.6,3.332,5.383,FALSE,"Acanthopterygii","True"
"1151","Lethrinus mahsena",32.3,5.09,9.863,FALSE,"Acanthopterygii","True"
"1152","Lethrinus mahsena",38.5,5.471,11.482,FALSE,"Acanthopterygii","True"
"1153","Lethrinus mahsena",38.2,5.328,11.865,FALSE,"Acanthopterygii","True"
"1154","Lethrinus microdon",28.2,4.07,5.89,FALSE,"Acanthopterygii","True"
"1155","Lethrinus microdon",47.7,6.33,10.55,FALSE,"Acanthopterygii","True"
"1156","Lethrinus microdon",32,4.84,6.61,FALSE,"Acanthopterygii","True"
"1157","Lethrinus miniatus",39.3,5.488,10.042,FALSE,"Acanthopterygii","True"
"1158","Lethrinus miniatus",39.4,5.604,10.927,FALSE,"Acanthopterygii","True"
"1159","Lethrinus miniatus",46,6.353,11.972,FALSE,"Acanthopterygii","True"
"1160","Lethrinus ornatus",19.2,3.072,5.025,FALSE,"Acanthopterygii","True"
"1161","Lethrinus ornatus",24.9,4.21,6.96,FALSE,"Acanthopterygii","True"
"1162","Lethrinus rubriopercularis",30.176,4.527,6.869,FALSE,"Acanthopterygii","True"
"1163","Lethrinus xanthochilus",38.7,5.509,8.292,FALSE,"Acanthopterygii","True"
"1164","Lethrinus xanthochilus",47,5.699,9.897,FALSE,"Acanthopterygii","True"
"1165","Pagellus bogaraveo",30.7,6.48,8.086,FALSE,"Acanthopterygii","True"
"1166","Aulostomus chinensis",40.1,3.86,2.84,FALSE,"Acanthopterygii","True"
"1167","Aulostomus chinensis",47,4.85,3.38,FALSE,"Acanthopterygii","True"
"1168","Aulostomus maculatus",105,9.409,3.96,FALSE,"Acanthopterygii","True"
"1169","Parupeneus forsskali",20.82,2.36,3.6,FALSE,"Acanthopterygii","True"
"1170","Pseudupeneus prayensis",23.9,3.212,5.75,FALSE,"Acanthopterygii","True"
"1171","Aluterus monoceros",56,3.716,14.3,FALSE,"Acanthopterygii","True"
"1172","Aluterus monoceros",62.3,3.74,14.93,FALSE,"Acanthopterygii","True"
"1173","Balistes capriscus",41.5,3.466,12.34,FALSE,"Acanthopterygii","True"
"1174","Balistoides virescens",46,4.62,15.57,FALSE,"Acanthopterygii","True"
"1175","Cantherhines macrocerus",40.8,2.141,12.14,FALSE,"Acanthopterygii","True"
"1176","Lagocephalus guentheri",33.7,4.45,6.84,FALSE,"Acanthopterygii","True"
"1177","Lagocephalus laevigatus",64.75,9.07,12.46,FALSE,"Acanthopterygii","True"
"1178","Lagocephalus laevigatus",56,8.392,10.3,FALSE,"Acanthopterygii","True"
"1179","Lagocephalus scleratus",49.5,6.58,6.53,FALSE,"Acanthopterygii","True"
"1180","Lagocephalus spadiceus",20.2,2.86,4.25,FALSE,"Acanthopterygii","True"
"1181","Sphoeroides pachygaster",34.8,5,7.2,FALSE,"Acanthopterygii","True"
"1182","Stephanolepis diaspros",30.5,2.2,9.07,FALSE,"Acanthopterygii","True"
"1183","Paratrachichthys trailli",16.85,3.9285,5.1435,FALSE,"Acanthopterygii","True"
"1184","Paratrachichthys trailli",21.1,4.7208,6.6024,FALSE,"Acanthopterygii","True"
"1185","Acipenser oxyrinchus",166.5,23.33,19.4,TRUE,"Basal Actinopterygii","True"
"1186","Acipenser ruthenus",60,7.08,4.848,TRUE,"Basal Actinopterygii","True"
"1187","Acipenser ruthenus",60,6.828,4.848,TRUE,"Basal Actinopterygii","True"
"1188","Acipenser ruthenus",60,6.978,4.842,TRUE,"Basal Actinopterygii","True"
"1189","Acipenser sinensis",85,11,8.8,TRUE,"Basal Actinopterygii","True"
"1190","Acipenser sinensis",310,45.8512962962963,34.3881851851852,TRUE,"Basal Actinopterygii","True"
"1191","Polyodon spathula",90.603,23,15.74,TRUE,"Basal Actinopterygii","True"
"1192","Polyodon spathula",56.704,14.063,9.51,TRUE,"Basal Actinopterygii","True"
"1193","Pseudoscaphirhynchus hermanni",27.5,2.9,1.3,TRUE,"Basal Actinopterygii","True"
"1194","Pseudoscaphirhynchus hermanni",23,2.7,1.2,TRUE,"Basal Actinopterygii","True"
"1195","Scaphirhynchus platorynchus",62.43028,5.17201,3.34121,TRUE,"Basal Actinopterygii","True"
"1196","Scaphirhynchus suttkusi",64.28,7.26,4.79,TRUE,"Basal Actinopterygii","True"
"1197","Scaphirhynchus suttkusi",70.221,6.1944,4.0584,TRUE,"Basal Actinopterygii","True"
"1198","Amia calva",23,4.518,3.823,FALSE,"Basal Actinopterygii","True"
"1199","Amia calva",36.1,5.458,4.83,FALSE,"Basal Actinopterygii","True"
"1200","Amia calva",23.8,4.268,3.965,FALSE,"Basal Actinopterygii","True"
"1201","Amia calva",46.1,6.694,5.38,FALSE,"Basal Actinopterygii","True"
"1202","Amia calva",44,6.495,5.286,FALSE,"Basal Actinopterygii","True"
"1203","Amia calva",53,8.669,7.278,FALSE,"Basal Actinopterygii","True"
"1204","Amia calva",43.1,7.637,6.683,FALSE,"Basal Actinopterygii","True"
"1205","Amia calva",50,8.294,7.42,FALSE,"Basal Actinopterygii","True"
"1206","Amia calva",52,9.161,8.31,FALSE,"Basal Actinopterygii","True"
"1207","Amia calva",41,7.236,5.571,FALSE,"Basal Actinopterygii","True"
"1208","Atractosteus spatula",105.45,15.42,8.82,FALSE,"Basal Actinopterygii","True"
"1209","Lepisosteus oculatus",66,6.331,4.107,FALSE,"Basal Actinopterygii","True"
"1210","Lepisosteus osseus",78.4,5.961,3.359,FALSE,"Basal Actinopterygii","True"
"1211","Lepisosteus osseus",64.4,4.869,2.591,FALSE,"Basal Actinopterygii","True"
"1212","Lepisosteus osseus",53.9,4.768,2.385,FALSE,"Basal Actinopterygii","True"
"1213","Lepisosteus osseus",72.8,5.653,3.26,FALSE,"Basal Actinopterygii","True"
"1214","Polypterus mokelembembe",18.31,2.11654586,1.57,FALSE,"Basal Actinopterygii","True"
"1215","Polypterus mokelembembe",21.54,2.77,1.49,FALSE,"Basal Actinopterygii","True"
"1216","Polypterus palmas",29.73,3.35,2.39,FALSE,"Basal Actinopterygii","True"
"1217","Polypterus palmas",26.2,3.21,2.08,FALSE,"Basal Actinopterygii","True"
"1218","Polypterus polli",28.7,3.85,2.47,FALSE,"Basal Actinopterygii","True"
"1219","Polypterus retropinnis",27.36408,2.67532314,1.95,FALSE,"Basal Actinopterygii","True"
"1220","Polypterus retropinnis",26.18,3.45,2.28,FALSE,"Basal Actinopterygii","True"
"1221","Albula argentea",42.7,5.558,5.582,FALSE,"Basal Teleostei","True"
"1222","Albula glossodonta",62.7,8.83,9.14,FALSE,"Basal Teleostei","True"
"1223","Albula glossodonta",42,5.28,5.41,FALSE,"Basal Teleostei","True"
"1224","Albula glossodonta",44,5.8,5.89,FALSE,"Basal Teleostei","True"
"1225","Albula vulpes",59.75,7.596,8.08,FALSE,"Basal Teleostei","True"
"1226","Albula vulpes",58,7.995,8.18,FALSE,"Basal Teleostei","True"
"1227","Albula vulpes",58,7.493,7.7,FALSE,"Basal Teleostei","True"
"1228","Albula vulpes",62.5,8.877,9.15,FALSE,"Basal Teleostei","True"
"1229","Albula vulpes",71,8.962,9.622,FALSE,"Basal Teleostei","True"
"1230","Anguilla rostrata",69,7.264,3.143,FALSE,"Basal Teleostei","True"
"1231","Conger japonicus",150.5,17.03,11.2278890959925,FALSE,"Basal Teleostei","True"
"1232","Conger oceanicus",194.5,21.2,11.34,FALSE,"Basal Teleostei","True"
"1233","Conger sp.",82.5,11.417,5.55,FALSE,"Basal Teleostei","True"
"1234","Gymnothorax minor",48.582,6.794,2.548,FALSE,"Basal Teleostei","True"
"1235","Gymnothorax reticularis",46,5.17,2.375,FALSE,"Basal Teleostei","True"
"1236","Muraenesox cinereus",104.5,14.1,9.5,FALSE,"Basal Teleostei","True"
"1237","Muraenesox cinereus",130,17.3,11,FALSE,"Basal Teleostei","True"
"1238","Rhyncoconger flavus",170,22.5,10.4,FALSE,"Basal Teleostei","True"
"1239","Elops machnata",32,4.39,3.49,FALSE,"Basal Teleostei","True"
"1240","Elops machnata",42,6.43,4.69,FALSE,"Basal Teleostei","True"
"1241","Elops smithi",63,10.223,6.534,FALSE,"Basal Teleostei","True"
"1242","Elops smithi",65,10.984,9.996,FALSE,"Basal Teleostei","True"
"1243","Elops smithi",38.8,6.42,5.24,FALSE,"Basal Teleostei","True"
"1244","Megalops atlanticus",174,26.96,25.97,FALSE,"Basal Teleostei","True"
"1245","Megalops atlanticus",185.5,27.5,29.76,FALSE,"Basal Teleostei","True"
"1246","Megalops atlanticus",164,24.2,22.313,FALSE,"Basal Teleostei","True"
"1247","Megalops cyprinoides",32.4,4.795,5.171,FALSE,"Basal Teleostei","True"
"1248","Megalops cyprinoides",43.3,6.84,7.02,FALSE,"Basal Teleostei","True"
"1249","Megalops cyprinoides",50.7,6.8838,8.69,FALSE,"Basal Teleostei","True"
"1250","Hiodon tergisus",26.2,3.932,4.169,FALSE,"Basal Teleostei","True"
"1251","Hiodon tergisus",21.8,3.519,3.248,FALSE,"Basal Teleostei","True"
"1252","Hiodon tergisus",25.7,3.796,3.927,FALSE,"Basal Teleostei","True"
"1253","Hiodon tergisus",12.9,2.125,1.969,FALSE,"Basal Teleostei","True"
"1254","Hiodon tergisus",27,4.239,4.351,FALSE,"Basal Teleostei","True"
"1255","Arapaima gigas",190,34.5994,22.96,FALSE,"Basal Teleostei","True"
"1256","Arapaima gigas",92.072,15.965,9.89,FALSE,"Basal Teleostei","True"
"1257","Arapaima leptosoma",83,15.02,8.0288,FALSE,"Basal Teleostei","True"
"1258","Heterotis niloticus",46.045,7.394,7.856,FALSE,"Basal Teleostei","True"
"1259","Heterotis niloticus",46.49,7.067,8.002,FALSE,"Basal Teleostei","True"
"1260","Mormyrus subundulatus",27.88,4.16,4.28,FALSE,"Basal Teleostei","True"
"1261","Scleropages aureus",30.59,4.81,5.15,FALSE,"Basal Teleostei","True"
"1262","Scleropages aureus",43.35,6.88,7.06,FALSE,"Basal Teleostei","True"
"1263","Scleropages formosus",27.43,3.836,4.194,FALSE,"Basal Teleostei","True"
"1264","Scleropages formosus",31.8,4.969,5.072,FALSE,"Basal Teleostei","True"
"1265","Scleropages leichardti",31.622,5.183,4.521,FALSE,"Basal Teleostei","True"
"1266","Scleropages macrocephalus",36.07,6.26,6.23,FALSE,"Basal Teleostei","True"
"1267","Scleropages macrocephalus",33.81,5.29,6.08,FALSE,"Basal Teleostei","True"
"1268","Narcetes shonanmaruae",138,20.933,20.48,FALSE,"Ostariophysi","False"
